cpu,platform,platform_core_num,bench_env,os_type,os_release,os_version,blender_version,bench_version,bench_max_core_num,bench_hash,test_type,mp_type,core_num,cpu_rating,core_rating,avg_time,med_time,min_time,max_time
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,mp,1,0.246438854,0.246438854,4.0578017,4.0578017,4.0578017,4.0578017
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,mp,2,0.43153457,0.215767285,4.6346229,4.6346229,4.6346229,4.6346229
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,mp,3,0.631056026,0.210352009,4.7541569,4.7706906,4.708971,4.7828091
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,mp,4,0.77243538,0.193108845,5.178641175,5.1791951,5.1344655,5.221709
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,th,1,0.248531199,0.248531199,4.0236397,4.0236397,4.0236397,4.0236397
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,th,2,0.311729162,0.155864581,3.2079129,3.2079129,3.2079129,3.2079129
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,th,3,0.341113821,0.113704607,2.9315728,2.9315728,2.9315728,2.9315728
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,th,4,0.365056806,0.091264202,2.7392997,2.7392997,2.7392997,2.7392997
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,th,5,0.360964674,0.072192935,2.7703542,2.7703542,2.7703542,2.7703542
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,th,6,0.363219915,0.060536653,2.753153,2.753153,2.753153,2.753153
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,th,7,0.362014447,0.05171635,2.7623207,2.7623207,2.7623207,2.7623207
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_movement,th,8,0.359901528,0.044987691,2.7785378,2.7785378,2.7785378,2.7785378
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_collision,mp,1,0.267909976,0.267909976,3.7325971,3.7325971,3.7325971,3.7325971
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_collision,mp,2,0.523721854,0.261860927,3.8188329,3.8188329,3.8120837,3.8255821
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_collision,mp,3,0.775861588,0.258620529,3.866670733,3.8658353,3.864061,3.8701159
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_collision,mp,4,1.007056076,0.251764019,3.972031825,3.96743785,3.9560662,3.9971854
Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,standart,4,bare,Win,10,10.0.19045,4.0.2,1_0_2,8,2f7ff81e80104435,particle_collision,th,1,0.26744466,0.26744466,3.7390913,3.7390913,3.7390913,3.7390913
